329268		178.229		153.933
377339		154.078		108.664
180399		357.392		122.356
397982		151.26		126.084
183982		348.679		145.023
377796		154.466		127.105
194710		312.23		140.279
348397		159.578		149.183
191294		322.57		142.49
353693		158.557		153.389
193824		316.829		150.371
348652		159.339		159.126
194758		318.151		154.283
339370		161.223		156.594
175680		-3245.96		151.962
330734		163.352		162.754
174696		-2839.5		152.498
335636		162.224		163.057
174493		-2752.54		154.647
339537		161.66		164.569
172906		-2267.86		157.258
338881		161.837		160.696
174807		-2875.81		155.119
334933		162.654		166.671
174627		-2776.85		157.132
333830		163.013		168.096
173302		-3099.95		160.644
267036		873.426		170.392
174089		-4021.27		158.214
258378		2106.77		169.194
173687		-3680.65		160.006
257295		3795.76		168.777
172926		-3588.12		162.554
260904		2049.13		165.659
171582		-2674.21		163.973
261405		2206.01		165.212
172195		-2685.97		165.793
256784		6128.02		163.696
173311		-3178.22		164.396
252280		-8477.84		166.337
173121		-3099.23		165.263
254202		-18711.3		166.943
172622		-2825.51		169.053
250523		-2073.29		166.742
174155		-3685.85		165.704
252048		-6117.74		169.465
173597		-3316.74		168.171
259600		2164.14		164.736
173032		-3081.72		169.333
259489		2266.31		165.958
172483		-2903.27		171.392
262082		1655.15		162.826
173502		-3382.56		166.018
257587		2752.3		171.624
174226		-3870.16		162.241
257672		2204.36		178.128
173961		-3721.55		164.382
260006		1603.47		174.468
173402		-3288.1		166.865
259408		1956.07		174.658
174218		-3466.15		169.932
259682		1926.06		168.317
174995		-3999.87		175.164
262716		1204.46		172.179
261088		1418.84		165.896
175356		-3942.34		181.403
176553		-6509.6		186.085
264417		931.218		171.727
176503		-7063.26		186.623
265478		868.551		159.743
175523		-5128.56		186.117
265270		860.506		164.448
174592		-4101.07		181.475
265076		916.673		163.944
174038		-4195.13		177.811
265698		850.571		166.041
173257		-3581.02		175.34
264088		945.854		161.526
259911		1291.11		157.572
171340		-1926.44		170.712
259895		1292.73		156.691
172219		-2114.86		178.056
