9.53362	0 3 360  4 720 
6.43646	0 4 360  3 720 
6.41508	0 4 360  3 720 
6.72813	0 3 360  4 720 
6.40712	0 4 360  3 720 
6.3555	0 3 360  4 720 
5.30641	0 4 360  3 720 
6.87552	0 4 360  3 720 
6.42329	0 3 360  4 720 
5.50044	0 4 360  3 720 
6.39653	0 4 360  3 720 
5.51312	0 4 360  3 720 
6.6401	0 4 360  3 720 
6.44565	0 3 360  4 720 
6.50761	0 4 360  3 720 
6.53462	0 3 360  4 720 
6.30821	0 4 360  3 720 
6.29941	0 3 360  4 720 
6.67699	0 4 360  3 720 
6.48348	0 3 360  4 720 
6.70712	0 4 360  3 720 
6.61723	0 3 360  4 720 
6.65165	0 4 360  3 720 
6.4679	0 3 360  4 720 
6.52113	0 4 360  3 720 
6.48863	0 3 360  4 720 
6.56144	0 4 360  3 720 
6.5483	0 3 360  4 720 
6.68544	0 4 360  3 720 
6.24983	0 3 360  4 720 
6.01643	0 4 360  3 720 
5.26311	0 3 360  4 720 
5.69176	0 4 360  3 720 
6.24525	0 3 360  4 720 
6.47471	0 4 360  3 720 
6.44146	0 3 360  4 720 
6.16257	0 4 360  3 720 
6.22576	0 3 360  4 720 
6.61575	0 4 360  3 720 
6.22465	0 3 360  4 720 
6.63409	0 4 360  3 720 
6.22829	0 3 360  4 720 
6.60661	0 4 360  3 720 
6.37604	0 3 360  4 720 
6.19559	0 4 360  3 720 
6.23428	0 3 360  4 720 
6.47557	0 4 360  3 720 
6.41787	0 3 360  4 720 
6.59671	0 4 360  3 720 
6.16616	0 3 360  4 720 
6.19304	0 4 360  3 720 
6.39286	0 3 360  4 720 
6.81096	0 4 360  3 720 
6.52186	0 3 360  4 720 
6.56079	0 4 360  3 720 
6.44261	0 3 360  4 720 
6.00879	0 4 360  3 720 
6.50024	0 3 360  4 720 
6.05314	0 4 360  3 720 
5.55302	0 4 360  3 720 
6.29502	0 3 360  4 720 
6.41984	0 4 360  3 720 
6.33809	0 3 360  4 720 
6.6299	0 4 360  3 720 
6.29446	0 3 360  4 720 
6.38033	0 4 360  3 720 
7.34837	0 3 360  4 720 
6.27973	0 4 360  3 720 
6.25717	0 3 360  4 720 
6.15103	0 4 360  3 720 
6.61987	0 3 360  4 720 
6.40363	0 4 360  3 720 
6.61979	0 3 360  4 720 
