3.29039	0 3 360  4 720 
2.4709	0 4 360  3 720 
2.3759	0 4 360  3 720 
2.04454	0 4 360  3 720 
2.04131	0 4 360  3 720 
2.09532	0 4 360  3 720 
2.22791	0 3 360  4 720 
2.38306	0 4 360  3 720 
1.89173	0 4 360  3 720 
2.37113	0 4 360  3 720 
1.74931	1.89258 4 494  3 720 
1.96603	1.71435 4 564  3 720 
1.65405	1.44018 4 527  3 720 
1.80939	1.37079 4 540  3 720 
2.05446	1.5428 4 532  3 720 
2.17941	1.96802 4 570  3 720 
2.603	1.55492 3 614  4 720 
2.46391	2.0243 4 625  3 720 
1.79958	2.09137 3 555  4 720 
1.75677	1.49305 3 520  4 720 
3.19119	1.61323 3 531  4 720 
1.86977	2.17997 3 636  4 720 
1.83663	1.41575 3 510  4 720 
1.79946	1.66191 3 545  4 720 
2.00192	1.63751 3 614  4 720 
1.82552	1.77237 3 602  4 720 
2.32595	1.09674 4 636  3 720 
2.12482	1.65575 3 546  4 720 
2.11031	1.92421 3 545  4 720 
2.47885	2.04724 3 599  4 720 
2.46939	1.89141 4 615  3 720 
2.50593	1.97851 3 598  4 720 
2.48561	1.93958 4 622  3 720 
2.43047	2.01742 3 590  4 720 
3.94544	1.80772 4 613  3 720 
2.49076	1.92765 3 611  4 720 
2.31417	1.99283 4 583  3 720 
2.51171	1.51592 3 591  4 720 
2.43881	1.56466 4 628  3 720 
1.84227	1.99649 4 575  3 720 
1.91348	1.52815 4 513  3 720 
1.81944	1.60265 4 512  3 720 
1.83742	1.7558 4 516  3 720 
1.88543	1.65271 4 511  3 720 
2.48411	1.70838 3 628  4 720 
1.71618	1.70888 3 488  4 720 
1.77402	1.59059 3 493  4 720 
1.81165	1.614 3 492  4 720 
2.54041	1.67372 3 487  4 720 
2.19935	1.72542 4 538  3 720 
2.0272	1.84931 4 594  3 720 
1.79546	1.72547 4 564  3 720 
1.91384	1.63612 4 566  3 720 
1.97007	1.6366 4 558  3 720 
1.90026	1.57885 4 519  3 720 
2.14889	1.74091 4 575  3 720 
1.98139	1.70485 3 536  4 720 
1.44428	1.66869 3 501  4 720 
1.82813	1.38415 3 518  4 720 
1.85278	1.55977 3 513  4 720 
1.62273	1.70486 3 488  4 720 
2.22274	1.47093 3 526  4 720 
2.66574	1.6818 3 499  4 720 
1.74854	1.56648 4 560  3 720 
1.74954	1.27104 4 464  3 720 
1.91838	1.56649 4 536  3 720 
1.8345	1.82212 4 527  3 720 
1.90579	1.69191 4 515  3 720 
1.83041	1.71694 3 580  4 720 
2.18182	1.34773 3 465  4 720 
1.6486	1.93798 4 483  3 720 
1.93967	1.54849 4 521  3 720 
1.66613	1.63461 4 492  3 720 
1.66726	1.48541 4 496  3 720 
1.70316	1.53094 4 487  3 720 
1.77762	1.53701 4 484  3 720 
3.3284	1.54166 4 474  3 720 
1.92849	1.57451 4 522  3 720 
1.60505	1.61851 4 490  3 720 
1.71965	1.43924 4 476  3 720 
1.67717	1.51193 4 469  3 720 
1.83918	1.47282 4 449  3 720 
1.65737	1.66453 4 499  3 720 
1.85006	1.44114 4 463  3 720 
2.16461	1.70165 4 511  3 720 
1.74274	1.53654 4 491  3 720 
1.93238	1.55692 4 510  3 720 
1.83029	1.68417 4 513  3 720 
1.73859	1.58561 4 495  3 720 
1.94295	1.54441 4 513  3 720 
1.85833	1.71567 4 520  3 720 
1.75123	1.56764 4 488  3 720 
1.7153	1.52574 4 489  3 720 
1.73863	1.51911 4 468  3 720 
1.86053	1.53624 4 462  3 720 
1.82498	1.60783 4 505  3 720 
1.89769	1.52134 4 466  3 720 
1.89595	1.62323 4 530  3 720 
1.878	1.67092 4 525  3 720 
1.8663	1.69107 4 524  3 720 
1.84127	1.64035 4 521  3 720 
1.70616	1.57621 4 494  3 720 
4.17736	1.54332 4 489  3 720 
1.623	1.53119 4 480  3 720 
1.60978	1.43063 4 464  3 720 
1.72854	1.47744 4 493  3 720 
1.84207	1.54545 4 466  3 720 
1.83349	1.61859 4 508  3 720 
1.79831	1.57236 4 486  3 720 
2.39824	1.49687 4 474  3 720 
1.95983	1.45531 4 461  3 720 
2.00763	1.66945 4 534  3 720 
1.78694	1.74311 4 532  3 720 
1.88823	1.64584 4 535  3 720 
1.82054	1.75422 4 535  3 720 
1.85937	1.68669 4 548  3 720 
1.77658	1.81592 4 553  3 720 
2.0179	1.49569 4 515  3 720 
1.82766	1.63816 4 515  3 720 
1.8007	1.69409 4 524  3 720 
1.94617	1.71199 4 539  3 720 
1.90166	1.70465 4 528  3 720 
1.76131	1.7722 4 534  3 720 
1.92898	1.68099 4 552  3 720 
2.50412	1.36283 3 636  4 720 
2.11069	1.55581 4 608  3 720 
2.23478	1.49923 4 530  3 720 
1.93209	2.09978 4 598  3 720 
2.12037	1.82016 4 589  3 720 
2.68588	1.44811 3 624  4 720 
2.45523	1.42767 4 636  3 720 
2.46238	1.43524 3 636  4 720 
1.68448	1.34112 3 451  4 720 
1.51346	1.54942 3 504  4 720 
2.08178	1.4348 3 515  4 720 
2.68157	1.7048 4 598  3 720 
2.46437	1.78336 3 607  4 720 
2.31118	1.94157 4 585  3 720 
2.32995	1.6149 3 568  4 720 
2.52474	1.6378 4 630  3 720 
1.74887	1.9694 4 556  3 720 
2.10362	1.36646 3 520  4 720 
1.57473	1.99735 4 503  3 720 
1.85917	1.47829 4 526  3 720 
2.4535	1.6226 4 516  3 720 
1.6464	1.62554 4 504  3 720 
1.91858	1.50902 4 537  3 720 
1.69878	1.6265 4 540  3 720 
1.90749	1.55513 4 534  3 720 
1.83004	1.66921 4 510  3 720 
1.61555	1.56898 4 480  3 720 
1.7164	1.45299 4 503  3 720 
1.74304	1.59316 4 501  3 720 
1.73479	1.53015 4 502  3 720 
1.6462	1.56996 4 504  3 720 
1.89933	1.47627 4 520  3 720 
1.82503	1.64087 4 505  3 720 
1.69622	1.63069 4 498  3 720 
1.69034	1.50834 4 489  3 720 
1.80232	1.52825 4 483  3 720 
2.31721	1.5383 4 505  3 720 
1.89877	1.54212 4 512  3 720 
1.75912	1.69716 4 517  3 720 
1.84344	1.59465 4 534  3 720 
1.8082	1.62648 4 514  3 720 
1.88572	1.63697 4 523  3 720 
1.86413	1.64956 4 506  3 720 
1.66832	1.60661 4 490  3 720 
1.75846	1.54796 4 482  3 720 
1.73252	1.52943 4 470  3 720 
1.91689	1.48944 4 467  3 720 
1.92536	1.66918 4 534  3 720 
3.48011	1.7208 4 531  3 720 
1.7818	1.6585 4 524  3 720 
1.91461	1.57556 4 511  3 720 
1.66192	1.65686 4 491  3 720 
1.71145	1.56298 4 487  3 720 
1.67705	1.51226 4 478  3 720 
1.64623	1.50639 4 500  3 720 
1.66324	1.5577 4 504  3 720 
1.6489	1.52632 4 500  3 720 
1.71994	1.52226 4 493  3 720 
1.69139	1.53439 4 488  3 720 
1.68546	1.53518 4 504  3 720 
3.23722	1.57145 4 523  3 720 
1.8911	1.62733 4 531  3 720 
1.99584	1.70542 4 524  3 720 
1.85993	1.57026 4 517  3 720 
1.82819	1.72673 4 532  3 720 
2.16876	1.68493 4 560  3 720 
1.71636	1.44901 4 499  3 720 
1.72573	1.54704 4 497  3 720 
1.64769	1.58656 4 489  3 720 
1.63199	1.49468 4 490  3 720 
1.63551	1.58855 4 494  3 720 
1.65373	1.50516 4 504  3 720 
1.79253	1.53138 4 498  3 720 
1.74335	1.56504 4 500  3 720 
2.47323	1.59213 4 522  3 720 
1.90048	1.5665 4 571  3 720 
3.61315	1.72261 4 542  3 720 
1.76901	1.69741 4 601  3 720 
1.83564	1.60074 4 587  3 720 
1.86292	1.62605 4 576  3 720 
1.85188	1.48675 4 564  3 720 
1.81998	1.62596 4 555  3 720 
2.21533	1.61844 4 547  3 720 
1.9177	1.72653 4 544  3 720 
2.79684	1.61573 4 518  3 720 
1.70891	1.52295 4 501  3 720 
2.05954	1.61745 4 513  3 720 
2.3209	1.62646 3 636  4 720 
1.80338	1.84443 3 520  4 720 
2.03488	1.56143 3 594  4 720 
1.71786	1.59603 3 556  4 720 
1.81375	1.56493 3 559  4 720 
1.88262	1.5562 3 562  4 720 
2.21117	1.6034 3 579  4 720 
1.89472	1.42395 4 507  3 720 
1.848	1.63824 4 532  3 720 
1.85666	1.58996 4 523  3 720 
1.78562	1.54625 4 500  3 720 
2.81572	1.56437 4 510  3 720 
1.8244	1.66989 4 527  3 720 
1.68587	1.52209 4 503  3 720 
1.62209	1.52142 4 475  3 720 
1.70426	1.4433 4 488  3 720 
1.66123	1.4383 4 479  3 720 
3.84519	1.4094 4 465  3 720 
1.87169	1.65138 4 516  3 720 
1.84875	1.65223 4 514  3 720 
1.80308	1.66148 4 511  3 720 
1.66772	1.48308 4 504  3 720 
1.6953	1.66123 4 497  3 720 
1.70347	1.51055 4 488  3 720 
1.71523	1.58416 4 479  3 720 
1.70494	1.45505 4 483  3 720 
1.7855	1.5344 4 478  3 720 
1.65087	1.47968 4 481  3 720 
1.89337	1.44917 4 461  3 720 
1.87745	1.62129 4 506  3 720 
1.6562	1.54776 4 477  3 720 
1.79899	1.36667 4 460  3 720 
1.87613	1.5509 4 512  3 720 
1.61947	1.65167 4 503  3 720 
2.20977	1.61619 4 489  3 720 
1.73642	1.53245 4 482  3 720 
1.77995	1.49092 4 478  3 720 
1.67764	1.57632 4 488  3 720 
2.24299	1.5594 4 484  3 720 
1.8119	1.48399 4 474  3 720 
2.2102	1.67571 4 547  3 720 
2.21857	1.8055 4 542  3 720 
1.78934	1.99257 4 581  3 720 
2.01438	1.57303 4 526  3 720 
1.86218	1.59039 4 528  3 720 
