417477		184.042		207.623
313823		217.603		210.131
296640		227.115		212.454
289368		231.579		218.95
237620		-3950.71		221.053
236831		-3746.31		226.857
237551		-3929.19		227.245
237223		-3829.99		230.911
237709		-4150.7		228.834
238175		-4298.11		229.332
238983		-4599.7		230.72
238666		-4515.64		233.663
238901		-4611.02		234.334
238526		-4447.83		235.506
238506		-4443.28		235.611
238297		-4370.43		237.153
237798		-4180.08		238.217
238157		-4296.39		237.548
237925		-4222.79		237.927
237629		-4125.94		239.463
237418		-4068.6		240.264
237724		-4155.05		241.911
237638		-4131.77		243.302
237411		-4067.55		244.824
237280		-4026.1		248.926
237255		-4017.62		250.757
237077		-3962.45		251.405
236985		-3928.43		250.866
237031		-3942.51		252.071
236973		-3910.93		251.412
237185		-3995.12		255.158
237218		-3987.39		253.166
237491		-4079.27		252.784
237648		-4129.94		251.069
237715		-4150.35		249.375
237668		-4133.31		249.51
237890		-4210.89		247.44
237895		-4213.81		247.762
238082		-4276.42		246.254
237891		-4209.15		250.477
237835		-4192.43		249.839
238006		-4248.5		249.709
238149		-4291.98		248.837
238082		-4274.13		246.513
238173		-4304.27		247.355
238141		-4297.13		247.056
238117		-4289.81		245.932
237978		-4238.77		248.289
237027		-3075.29		246.65
237463		-3644.32		250.002
238438		-5588.7		246.082
239038		-9378.1		246.992
246084		1743.26		241.619
248314		1297.18		246.869
247607		1399.26		241.332
248156		1316.95		247.578
250191		1055.71		241.558
249391		1171.29		245.381
247969		1366.12		244.118
248475		1255.62		248.795
248629		1212.37		246.61
248387		1262.28		249.123
247692		1353.26		245.549
247688		1396.86		245.197
247687		1396.78		243.713
247677		1394.11		244.329
247813		1425.79		245.506
248243		1354.59		243.463
248258		1358.09		243.438
248303		1366.97		243.373
247807		1471.67		242.287
247359		1557.52		242.841
247361		1557.83		243.689
247448		1587.38		243.216
247465		1594.26		244.775
247450		1587.94		245.463
