4.0101e+06		3429.45		1468.62	3.05746e+07
711501		-19944.3		1039.17	2.16701e+07
998302		858.922		380.856	1.13196e+07
742350		-24685.4		1056.46	1.87378e+07
3.9815e+06		3434.25		1527.59	4.06714e+07
1.00293e+06		858.394		397.891	1.04028e+07
762970		-46512.4		1047.41	1.69793e+07
1.10455e+06		848.044		427.215	1.34482e+07
2.07187e+06		4157.32		1521.39	3.58567e+07
791221		-178062		1045.25	1.61106e+07
1.14583e+06		844.422		436.938	1.50077e+07
1.69754e+06		4602.92		1521.53	3.27099e+07
1.92491e+06		4313.34		1598.51	3.62284e+07
1.13972e+06		844.94		436.93	1.49162e+07
760166		-54190.4		1047.71	1.57928e+07
2.113e+06		4119.27		1623.19	3.84552e+07
1.13448e+06		845.391		434.792	1.48337e+07
753728		-36669.8		1032.46	1.52589e+07
2.40728e+06		3924.45		1670.1	4.35276e+07
1.12842e+06		845.917		438.269	1.45146e+07
750565		-41662.9		1036.59	1.45549e+07
4.32133e+06		3387.12		1680.39	4.46176e+07
1.11865e+06		846.781		432.48	1.44533e+07
748140		-35720		1031.16	1.39517e+07
3.16148e+06		11768.4		1708.68	4.49476e+07
1.11289e+06		847.296		434.466	1.44316e+07
745336		-36413.7		1036.25	1.36304e+07
4.37356e+06		3383.97		1706.89	4.61957e+07
1.10872e+06		847.673		426.691	1.43325e+07
740888		-28606.5		1023.37	1.32441e+07
3.13867e+06		13163.9		1729.61	4.65884e+07
1.10707e+06		847.822		428.762	1.44367e+07
741282		-26510.3		1024.78	1.32158e+07
3.09178e+06		14778.3		1729.87	4.74644e+07
1.09965e+06		848.504		425.175	1.45449e+07
739046		-24313.9		1018.5	1.30405e+07
3.11604e+06		13299.4		1746.49	4.79871e+07
1.10395e+06		848.11		427.402	1.44445e+07
732822		-24868.5		1021.26	1.30536e+07
3.14222e+06		12538.3		1746.53	5.00673e+07
1.09646e+06		848.804		422.917	1.45565e+07
736167		-21767.6		1017.05	1.30712e+07
3.1452e+06		12401.5		1759.99	5.03147e+07
1.09397e+06		849.036		423.973	1.44976e+07
731516		-23184.1		1022.33	1.28531e+07
3.12087e+06		13090.6		1759.07	4.99934e+07
1.08117e+06		850.24		421.625	1.44796e+07
732489		-24813.2		1019.76	1.2849e+07
3.11778e+06		13257.2		1772.71	4.9821e+07
1.07785e+06		850.556		423.608	1.45383e+07
732421		-26097.2		1023.6	1.27956e+07
3.11975e+06		13184.4		1766.56	5.13772e+07
1.06646e+06		851.662		423.045	1.47284e+07
731834		-25008.9		1018.7	1.28086e+07
3.1417e+06		12124.5		1776.19	5.1815e+07
1.07908e+06		850.439		423.107	1.47578e+07
731815		-24605.1		1019.59	1.27651e+07
3.11223e+06		12925.8		1776.86	5.20737e+07
897960		13415.4		421.183	1.48878e+07
730820		-24340.9		1017.59	1.27218e+07
3.09754e+06		13729.8		1795.25	4.68665e+07
898132		14748.6		421.696	1.3399e+07
730686		-26313.1		1022.47	1.14497e+07
3.11152e+06		13278		1788.08	4.21801e+07
903257		10317.2		420.304	1.20592e+07
729511		-24387.6		1012.69	1.03048e+07
3.1232e+06		12664.6		1806.95	3.79622e+07
903516		9624.43		427.774	1.08533e+07
729489		-22871.4		1017.42	9.27444e+06
3.1089e+06		13079.4		1799.35	3.41662e+07
907952		7794.87		424.739	9.76801e+06
730927		-23569.1		1008.63	8.34709e+06
3.11885e+06		12569.8		1818.11	3.07498e+07
908371		7276.03		425.075	8.79125e+06
731056		-24753.8		1013.58	7.51248e+06
3.11898e+06		12565.9		1808.92	2.7675e+07
907294		7612.63		423.432	7.91217e+06
731799		-26539.2		997.259	6.76132e+06
3.10624e+06		13223.8		1828.16	2.49077e+07
907886		7118.59		424.951	7.121e+06
731951		-28039		1002.88	6.08529e+06
3.11581e+06		12936.2		1809.55	2.24171e+07
909412		6710.69		418.428	6.40893e+06
731678		-27577.2		996.564	5.47686e+06
3.11206e+06		13142.5		1827.05	2.01756e+07
910134		6300.2		418.936	5.76808e+06
731942		-30037.2		1009.21	4.92929e+06
3.11037e+06		13194.3		1808.97	1.81582e+07
912359		5840.37		414.732	5.19131e+06
732898		-33129.3		1001.41	4.43645e+06
3.11617e+06		12839		1823.75	1.63425e+07
912196		5836		416.482	4.67222e+06
732892		-34201.9		1009.86	3.99291e+06
3.10887e+06		13038.3		1813.83	1.47085e+07
911249		6006.2		416.975	4.20504e+06
732050		-31379.9		1008.13	3.59372e+06
3.10387e+06		13345.2		1828.83	1.32378e+07
910885		5976.37		416.241	3.78458e+06
731990		-35327.2		1014.36	3.23446e+06
3.09912e+06		13486.9		1821.57	1.19142e+07
909873		6191.85		421.369	3.40617e+06
733052		-38128.2		1007.5	2.9111e+06
3.10252e+06		13272.8		1832.33	1.0723e+07
909817		6193.52		423.098	3.06559e+06
733046		-37925.7		1010.12	2.6201e+06
3.10288e+06		13261.4		1822.54	9.65085e+06
908413		6463.48		420.395	2.75907e+06
732116		-34734.5		999.659	2.35818e+06
3.10211e+06		13311.6		1837.8	8.68596e+06
908067		6345.79		420.672	2.48321e+06
732099		-32908.7		999.044	2.12246e+06
3.10592e+06		13198.5		1832.09	7.81755e+06
907596		6447.84		417.8	2.23493e+06
732275		-33657.3		995.729	1.91031e+06
3.10304e+06		13374.1		1849.72	7.03599e+06
907799		6545.15		418.834	2.01148e+06
732280		-34173.3		1003.42	1.71939e+06
3.10995e+06		13168		1841.14	6.33257e+06
909372		6240.58		419.392	1.81037e+06
731015		-30454.5		998.109	1.54754e+06
3.10427e+06		13504.7		1854.63	5.69951e+06
909315		6197.73		420.061	1.62938e+06
730964		-28559.5		997.799	1.39289e+06
3.10425e+06		13505.3		1843.34	5.12973e+06
907403		6609.2		415.108	1.46648e+06
