Num: 2	296829		1616.87		348.509	5.51644e+06
Num: 2	336487		1203.89		340.919	4.85843e+06
Num: 3	279837		1709.91		358.249	5.71822e+06
Num: 3	343451		1190.05		379.432	5.40479e+06
Num: 4	285506		1675.3		349.725	5.46546e+06
Num: 4	342258		1192.52		371.433	5.45364e+06
Num: 5	330574		1219.52		366.929	5.58476e+06
Num: 5	296010		1623.73		353.204	5.54238e+06
Num: 6	295724		1624.77		352.367	5.63349e+06
Num: 6	334896		1209.82		371.293	5.80387e+06
Num: 7	297566		1613.32		351.929	5.70731e+06
Num: 7	343990		1189.15		375.926	5.79703e+06
Num: 8	297261		1614.81		351.021	5.59756e+06
Num: 8	345404		1186.51		374.06	5.92348e+06
Num: 9	300335		1602.08		358.095	5.69271e+06
Num: 9	348077		1181.59		382.727	6.02364e+06
Num: 10	302374		1592.65		363.06	5.78525e+06
Num: 10	349246		1180.28		390.718	6.04506e+06
Num: 11	264613		-949.152		368.927	5.68965e+06
Num: 11	350674		1178.55		404.533	6.1841e+06
Num: 12	263478		-915.963		383.451	5.96226e+06
Num: 12	269394		-1015.93		402.329	6.1154e+06
Num: 13	309120		1567.54		392.298	6.16291e+06
Num: 13	268459		-1005.83		404.047	6.01731e+06
Num: 14	262091		-800.605		400.592	6.32772e+06
Num: 14	268523		-1037.9		406.796	5.97729e+06
Num: 15	259844		-698.365		407.823	6.45723e+06
Num: 15	268878		-1080.11		408.629	5.93584e+06
Num: 16	250817		-517.595		415.38	6.57087e+06
Num: 16	270091		-1171.09		411.569	5.86981e+06
Num: 17	320635		1523.49		419.964	6.7028e+06
Num: 17	267092		-1080.62		415.296	5.90267e+06
Num: 18	323155		1515.6		425.997	6.8576e+06
Num: 18	267162		-1092.77		415.757	5.9132e+06
Num: 19	266428		-1081.21		416.519	5.93406e+06
Num: 19	325392		1508.96		430.163	6.90849e+06
Num: 20	327644		1499.04		431.624	6.97977e+06
Num: 20	265632		-1063.21		417.246	5.95358e+06
Num: 21	329808		1493.16		435.384	7.00285e+06
Num: 21	267870		-1179.45		419.244	5.94653e+06
Num: 22	269241		-1233.56		419.903	5.35192e+06
Num: 22	331696		1485.3		437.508	6.30261e+06
Num: 23	333668		1478.98		444.441	5.6724e+06
Num: 23	269976		-1285.63		419.792	4.81677e+06
Num: 24	270336		-1322.38		421.917	4.33514e+06
Num: 24	335416		1474.39		450.757	5.10521e+06
Num: 25	337315		1467.57		454.045	4.59474e+06
Num: 25	270177		-1328.03		421.115	3.90166e+06
Num: 26	270897		-1402.39		425.058	3.51154e+06
Num: 26	338960		1463.76		460.196	4.13531e+06
Num: 27	340727		1457.2		461.801	3.72183e+06
Num: 27	273580		-1568.81		422.879	3.16043e+06
Num: 28	342308		1453.44		466.367	3.3497e+06
Num: 28	275382		-1755.24		425.987	2.84443e+06
Num: 29	344018		1447.94		469.001	3.01478e+06
Num: 29	276682		-1868.83		424.311	2.56003e+06
Num: 30	276848		-1902.57		425.312	2.30407e+06
Num: 30	345409		1444.66		472.904	2.71335e+06
Num: 31	277242		-1965.78		425.279	2.0737e+06
Num: 31	346741		1441.23		475.475	2.44206e+06
Num: 32	348386		1436.12		477.135	2.19791e+06
Num: 32	275803		-1820.71		427.167	1.86638e+06
Num: 33	349683		1434.43		480.241	1.97817e+06
Num: 33	276598		-1925.22		427.616	1.67978e+06
Num: 34	351252		1428.78		481.465	1.7804e+06
Num: 34	277784		-2079.3		427.06	1.51185e+06
Num: 35	264966		-482.934		484.143	1.60241e+06
Num: 35	278620		-2234.46		431.253	1.36071e+06
Num: 36	279104		-2311.03		431.598	1.22468e+06
Num: 36	263916		-469.117		486.292	1.44222e+06
Num: 37	267580		-497.76		485.075	1.29805e+06
Num: 37	280333		-2588.49		431.976	1.10226e+06
Num: 38	279712		-2487.13		434.496	992078
Num: 38	268675		-510.117		489.959	1.16829e+06
Num: 39	273419		-556.154		488.831	1.05151e+06
Num: 39	282919		-3208.72		430.336	892909
Num: 40	281755		-2814.53		429.782	803661
Num: 40	276666		-600.259		494.779	946416
Num: 41	281738		-664.348		492.523	851822
Num: 41	282016		-2888.3		427.832	723336
