364455		210.793		209.52
305895		238.8		209.629
293887		247.117		202.366
289928		249.96		207.941
253136		1032.25		213.84
283550		252.188		229.235
281135		252.972		235.235
248831		1218.68		242.557
244592		1719.6		241.49
245471		1690.68		243.165
244299		1717.05		245.07
245324		1618.67		245.68
246847		1482.93		242.89
248325		1332.62		238.833
248499		1282.63		243.141
246309		1566.29		240.472
246150		1835.95		246.49
243515		2810.76		248.812
243722		2420.86		252.582
244081		2270.17		250.085
243653		2826.18		253.776
242527		3706.74		248.985
242685		3383.03		253.775
244008		2532.7		246.656
243875		2991		244.809
243680		2799.85		247.65
243668		2758.78		250.892
239056		-6784.1		267.83
241182		17945.3		253.436
239845		-9821.82		256.774
239175		-6745.99		249.052
