1.40794e+07		10641.3		13318.7
5.18453e+06		-9049.92		15359.2
1.42784e+07		10193.2		12793.9
8.19402e+06		-25963.1		15571
1.4856e+07		9126.91		12623.3
1.17521e+07		332033		16459.9
1.57123e+07		8290.42		12918
1.24074e+07		-46705.1		15474.7
2.3174e+07		14824.4		12845.2
1.43153e+07		37258.2		11932.5
6.7062e+07		10299		16560.1
1.47886e+07		27164.3		9454.92
4.92077e+07		11172.8		18178.1
1.46742e+07		28440.8		8648.38
2.254e+07		16396		19360
1.43809e+07		33252.2		9050.04
2.03384e+07		17699.7		20282.1
1.40568e+07		39770.4		10401.2
1.91926e+07		17859.3		19959.1
1.40882e+07		39051.6		11267.2
2.07177e+07		16377.8		19864.7
1.42238e+07		35065.2		11721.9
2.19805e+07		16432.1		20673.2
1.41171e+07		73959.3		12326.5
1.41974e+07		514627		20199.7
1.40827e+07		220365		12717.1
1.67142e+07		32250.3		18830.5
1.50053e+07		79005.1		18652.8
1.40548e+07		-205262		13111.1
1.51013e+07		125678		18721.8
