586988		957.218		425.464	7.17986e+06
1.05804e+06		1075.3		393.165	1.06008e+07
253984		22265.3		339.451	8.12314e+06
611048		1292.16		434.795	1.00904e+07
665248		929.395		424.96	9.96687e+06
260393		14852.6		345.122	6.98582e+06
677078		1232.65		440.462	1.08554e+07
510608		994.652		443.419	9.59913e+06
264115		12159.2		351.572	6.67573e+06
728619		1196.57		438.031	1.15274e+07
482875		1012.35		442.891	9.2934e+06
261620		13077		355.293	6.34812e+06
904437		34724.6		442.167	1.21188e+07
410969		1072.87		444.626	8.69304e+06
259092		10828.8		356.714	6.05351e+06
424928		1058.37		442.755	9.43424e+06
768359		1173.14		435.6	1.15557e+07
258274		12096.6		351.639	5.78348e+06
4.58379e+06		207.074		436.914	1.19833e+07
401881		1081.99		448.341	9.10111e+06
257645		9764.82		356.886	5.59445e+06
4.88211e+06		153.195		454.731	1.00437e+07
945002		3333.68		434.887	1.21849e+07
253697		19453		353.97	5.53879e+06
-9.32295e+06		139.228		461.691	1.08522e+07
256297		9976.08		350.35	5.38238e+06
1.16376e+07		179.969		439.075	1.15624e+07
259051		5753.97		353.555	6.43552e+06
9.8156e+06		180.757		438.871	1.18173e+07
-1.64053e+06		105.345		452.56	1.02592e+07
-3.27709e+06		131.122		456.638	1.10221e+07
9.90303e+06		180.452		440.546	1.21121e+07
258649		4737.93		355.631	6.25652e+06
466414		229.008		358.961	7.027e+06
1.07293e+07		179.925		440.67	1.25856e+07
-1.24358e+06		100.916		451.271	1.04957e+07
595528		182.248		361.988	7.60238e+06
1.2229e+07		179.368		443.371	1.27625e+07
-1.19193e+06		97.3668		445.74	1.00665e+07
648682		171.897		360.836	8.39437e+06
937790		3590.31		437.825	1.23342e+07
700549		164.199		358.557	9.03411e+06
-8.93174e+06		150.087		432.594	1.19816e+07
767496		156.856		357.543	9.59975e+06
-9.07822e+06		150.159		427.67	1.16126e+07
843812		150.595		357.751	1.0231e+07
1.22102e+06		176.017		422.843	1.12905e+07
778609		155.978		354.958	9.88463e+06
-2.15973e+06		114.907		423.168	1.13191e+07
2.44472e+06		130.57		438.214	9.79437e+06
3.17625e+06		127.085		438.537	1.03576e+07
555190		200.66		356.839	9.57352e+06
1.16906e+06		149.04		432.524	1.01003e+07
585906		192.206		362.068	9.75781e+06
304639		2176.34		429.668	1.1126e+07
658067		176.047		352.705	8.78206e+06
300058		1255.11		422.61	9.79088e+06
676165		173.555		358.898	7.90389e+06
299193		1257.03		420.985	9.56955e+06
713966		168.047		357.402	7.11354e+06
298582		1258.56		417.822	9.36063e+06
299425		1255.48		419.903	9.55222e+06
720354		168.193		360.338	6.40222e+06
307521		2195.94		435.406	1.10169e+07
738485		165.867		341.011	5.76202e+06
296923		1263.67		411.929	8.59704e+06
756392		164.173		350.486	5.18586e+06
