2	186515		-2169.14		465.906	2.53018e+06
3	185297		-2105.54		468.41	2.58014e+06
4	187497		-2245.04		467.318	2.56001e+06
5	187064		-2215.46		466.013	2.59737e+06
6	186733		-2196.42		462.961	2.59607e+06
7	186375		-2176.79		464.156	2.5746e+06
8	185637		-2129.6		463.327	2.58522e+06
9	186087		-2156.36		461.247	2.53831e+06
10	186166		-2152.87		460.731	2.52009e+06
11	186660		-2186.73		459.18	2.53566e+06
12	186667		-2187.23		457.102	2.61226e+06
13	186905		-2222.5		461.46	2.62643e+06
14	187008		-2230.74		460.64	2.62145e+06
15	186578		-2213.72		460.806	2.60522e+06
16	186505		-2207.55		459.703	2.59408e+06
17	186561		-2212.86		458.214	2.57826e+06
18	185665		-2151.21		457.329	2.57529e+06
19	185124		-2151.64		459.52	2.5732e+06
20	184019		-2079.93		457.77	2.57762e+06
21	183884		-2075.72		459.784	2.57425e+06
22	184145		-2146.04		460.012	2.31687e+06
23	183704		-2098.68		456.84	2.08523e+06
24	183861		-2143.98		456.064	1.87675e+06
25	208078		11974		454.393	1.68912e+06
26	207379		14828.4		454.415	1.52025e+06
27	209971		7954.48		454.835	1.36827e+06
28	213090		5459.88		450.077	1.23148e+06
29	211437		6664.35		450.718	1.10838e+06
30	211431		6482.12		450.254	997588
31	208677		10591.2		454.216	897879
32	208555		10866.7		441.11	808123
33	204238		2.28277e+06		435.515	727349
34	204802		118375		434.984	654657
35	206967		21314.5		428.26	589228
36	185734		-2293.77		423.012	530343
37	186172		-2317.29		419.205	477347
38	186972		-2381.39		414.293	429649
39	187381		-2405.83		409.68	386721
40	188426		-2522.3		404.608	348085
41	190130		-2692.3		401.47	313314
42	192382		-3027.27		401.059	282022
43	194083		-3482.82		410.9	253870
44	194734		-3644.23		417.936	228531
45	218275		4363.37		425.635	205727
46	190967		-2901.31		430.773	185202
47	191138		-2918.48		429.901	166724
48	190810		-2862.8		435.089	150100
49	190660		-2826.7		439.868	135138
50	189666		-2676.11		437.889	121667
50	209311		16881.3		441.767	109548
50	211993		9211.91		440.228	98635.4
50	214907		6058.7		446.284	88822
50	209933		13328.1		443.921	79982
50	213962		6508.33		447.088	72031.4
50	210247		11721.3		445.375	64871.2
50	212134		8282.42		441.807	58425.1
50	213662		6665.44		440.891	52625.8
50	212060		8255.73		440.425	47406.9
50	216363		4948.16		441.092	42710.9
50	216960		4716.21		445.158	38488
50	211099		9078.39		443.961	34682.5
50	211757		8054.58		443.622	31258.3
50	210876		9382.64		437.674	28170.9
50	209233		13000.2		438.254	25398.1
50	208805		14157.1		438.887	22902.8
50	213478		6683.13		438.939	20656.5
50	212931		7054.48		438.575	18634.3
50	209834		12212.4		438.482	16814.7
50	217730		4429.68		439.76	15178.3
50	227329		2637.95		427.97	13692.7
50	222002		3587.65		422.379	12360.6
50	239342		1840.14		417.335	11161.7
50	239406		1864.92		412.602	10082.6
50	240392		1827.07		408.906	9111.88
50	236429		2097.22		406.742	8239.42
50	214140		9428.75		410.565	7459.97
50	210717		29749		409.014	6753.48
50	214237		11206.2		402.892	6112.91
50	215701		9277.09		399.617	5538.63
50	217746		6856.97		395.882	5021
50	198746		-4391.86		389.28	4551.88
50	204001		-7850.72		385.077	4131.42
50	213222		14454.8		395.68	3767.39
50	213585		12319.3		393.052	3427.59
50	217460		6541.91		391.526	3122.61
50	221754		4240.59		390.298	2848.27
50	215982		8241.45		386.611	2598.79
50	219776		5060.59		386.685	2377.65
50	220168		4905.64		384.577	2176.44
50	222305		4053.03		382.988	1995.67
50	216864		6609.85		382.102	1833.51
50	212154		17246.3		381.664	1687.93
50	211679		20291.4		377.408	1553.05
50	211834		18146.7		387.662	1445.74
50	224424		3732.01		388.108	1340.38
50	214907		10912.8		388.84	1245.88
50	214001		14683.2		388.611	1159.95
50	221078		5214.7		386.024	1080.23
50	217946		7868.86		387.9	1012.68
50	202938		-6276.91		393.405	955.711
50	199544		-4219.24		393.227	899.302
50	194988		-2906.19		390.066	845.534
50	201573		-4780.06		387.051	796.971
50	195797		-2928.08		386.561	755.49
50	192745		-2354.44		388.406	720.442
50	191514		-2209.34		393.241	692.074
50	189842		-2033.65		399.637	668.586
50	197648		-3218.64		404.777	646.831
50	194080		-2528.35		407.172	625.02
50	194490		-2599.72		402.468	598.532
50	197248		-3009		400.037	576.495
50	196369		-2808.67		399.333	558.145
50	202545		-4325.31		397.186	540.117
50	207550		-7304.08		394.889	523.526
50	209818		-10042.7		394.216	509.99
50	209851		-9692.27		389.997	494.193
50	213566		-22961.6		389.803	483.579
50	260932		1506.43		390.808	475.207
50	253908		1748.66		400.73	476.69
50	207875		-6474.94		403.045	471.408
50	209408		-8948.4		406.756	468.283
50	205963		-5835.02		410.857	466.231
50	205362		-5520.33		413.187	463.024
50	209198		-9031.75		421.107	465.96
50	209140		-9293.86		423.462	463.829
50	239627		2406.72		426.384	462.715
50	231483		3358.16		426.616	459.314
50	232469		3134.09		432.631	462.059
50	223804		5487.45		432.887	459.373
50	225074		4805.21		439.085	462.922
50	238460		2327.38		438.556	460.009
50	228817		3524.46		442.776	462.083
50	230193		3421.97		430.095	447.472
50	229303		3668.2		422.62	438.259
50	226841		4250.88		430.539	444.615
50	221531		6642.48		430.734	443.402
50	222959		5567.97		437.423	448.825
50	218819		8879.36		442.004	452.265
50	219352		8026.68		448.538	457.773
50	217002		12622.5		452.52	460.831
50	213887		36917.9		453.871	461.351
50	213756		40352.6		452.747	459.479
50	213961		32811.6		451.999	458.058
50	212620		-5.35485e+06		450.886	456.339
50	206290		-8554.08		452.997	457.904
50	213021		79419.6		440.936	445.353
50	212843		64968.3		445.583	449.559
50	202616		-5635.49		449.4	452.978
50	204790		-7771.52		448.473	451.693
50	216568		9963.5		455.546	458.444
50	220572		5581.27		442.868	445.476
50	223966		4326.77		436.433	438.78
50	212385		31169.9		431.063	433.176
50	213308		21900.3		426.192	428.094
50	224273		4159.02		421.316	423.028
50	231692		2752.6		417.206	418.746
50	231540		2812.34		411.075	412.461
50	227730		3514.21		406.901	408.148
50	238058		2274.11		406.037	407.16
50	247982		1737.77		400.992	402.003
50	257701		1420.82		396.936	397.846
50	262968		1294.8		394.883	395.701
50	270675		1157.73		392.913	393.649
50	263101		1298.48		393.423	394.086
50	264030		1275.47		390.97	391.566
50	258687		1397.71		391.971	392.508
50	265320		1247.45		388.203	388.686
50	248373		1717.22		387.413	387.848
50	241182		2109.41		386.095	386.487
50	246640		1842.67		390.386	390.739
50	249217		1737.22		401.081	401.398
50	248643		1769.48		409.7	409.986
50	247778		1816.18		413.853	414.11
50	242939		2045.33		417.193	417.424
50	243247		2038.09		412.421	412.629
50	234870		2806.23		409.057	409.244
50	239142		2434.41		406.851	407.02
50	236989		2631.09		402.239	402.391
50	242500		2182.44		397.782	397.918
50	240019		2394.44		397.06	397.183
50	244222		2105.23		393.17	393.28
50	246104		1974.49		392.692	392.792
50	233090		3221.33		395.743	395.833
50	236344		2713.85		407.973	408.054
50	236302		2715.08		412.688	412.761
50	248936		1799.26		418.747	418.812
50	246820		1888.59		422.149	422.207
50	253199		1624.54		426.293	426.346
50	253970		1599.52		420.427	420.475
50	255763		1549.17		416.222	416.264
50	265333		1317.9		409.189	409.228
50	263749		1348.4		403.667	403.702
50	262266		1381.32		410.692	410.723
50	265013		1326.85		404.533	404.561
50	264170		1347.16		403.424	403.449
50	263431		1358.19		401.139	401.161
50	262536		1383.09		398.221	398.242
50	261174		1432.03		395.951	395.97
50	267654		1294.43		393.771	393.787
50	257855		1559.08		397.032	397.047
50	267470		1313.1		399.86	399.874
50	268636		1283.35		408.352	408.364
50	271374		1232.31		416.898	416.909
50	267133		1301.85		419.755	419.765
50	266216		1309.92		420.901	420.91
50	269043		1252.22		424.119	424.127
50	265149		1328.99		426.563	426.571
50	267038		1285.27		434.308	434.315
50	270732		1206.95		434.687	434.693
50	273056		1157.4		443.224	443.23
50	254103		1569.32		443.217	443.222
50	245385		1940.15		447.803	447.807
50	241999		2126.21		448.819	448.822
50	240834		2180.49		448.492	448.496
50	239363		2303.71		438.577	438.581
50	240303		2185.8		439.703	439.706
50	237857		2336.25		440.597	440.6
50	242506		1974.25		440.096	440.099
50	242488		1981.27		446.819	446.821
50	245693		1775.08		447.07	447.072
50	242293		1941.25		438.271	438.273
50	232200		2799.49		435.209	435.21
50	233502		2626.5		429.879	429.88
50	239480		2111.02		423.303	423.304
50	238381		2182.23		417.895	417.896
50	237745		2205.47		414.421	414.422
50	253308		1468.75		409	409.001
50	255307		1422.28		406.26	406.261
50	253252		1488.19		402.956	402.957
50	250345		1592.81		398.64	398.641
50	239470		2109.03		397.85	397.85
50	243852		1883.51		394.749	394.749
50	250731		1584.74		393.497	393.498
50	249523		1637.52		392.345	392.346
50	248472		1673.75		391.234	391.234
50	242100		1999.8		389.842	389.843
50	235280		2566.49		388.265	388.266
50	241345		2092.45		385.943	385.944
50	230040		3397.12		386.174	386.174
50	225730		4441.08		387.317	387.317
50	226815		4109.86		386.534	386.534
50	227516		3949.49		397.825	397.826
50	228272		3824.69		409.091	409.091
50	216327		16152		410.676	410.676
50	214773		27362.8		414.205	414.205
50	212589		1.6688e+06		423.428	423.428
50	212313		-199206		429.973	429.974
50	213379		42759.1		429.467	429.467
50	218949		8206.07		423.063	423.063
50	218565		8032.26		417.09	417.09
50	217461		10529.4		414.837	414.837
50	216282		13608.1		412.507	412.507
50	212112		-116495		417.315	417.315
50	218843		9282.56		412.173	412.173
50	208316		-10300.5		412.783	412.783
50	216424		21399.1		407.284	407.285
50	229683		3631.46		402.164	402.164
50	224576		5164.44		408.062	408.062
50	230707		3420.17		403.888	403.888
50	215950		36614.8		402.608	402.608
50	226641		4912.74		400.474	400.474
50	232415		3415.73		398.328	398.328
50	222830		7804.75		397.651	397.651
50	228844		4581.53		394.367	394.367
50	230952		3971.87		395.097	395.097
50	238527		2794.11		389.039	389.039
50	231609		4121.64		397.057	397.057
50	238143		2951.26		394.925	394.925
50	233791		3780.62		393.616	393.616
50	238541		3045.91		391.319	391.319
50	241991		2677.34		391.784	391.784
50	241477		2726.61		389.894	389.894
50	251253		1990.83		390.39	390.39
50	250647		2058.5		388.727	388.727
50	257938		1722.85		386.95	386.95
50	248877		2203.4		388.789	388.789
50	261834		1617.5		386.093	386.093
50	250142		2166.88		388.772	388.772
50	254310		1944.2		386.634	386.634
50	254566		1904.88		385.476	385.476
50	253198		1948.34		383.604	383.604
50	254536		1893.26		383.847	383.847
50	254323		1907.61		387.114	387.114
50	247365		2304.22		393.042	393.042
50	250009		2155.62		400.118	400.118
50	239897		3042.33		404.881	404.881
50	241546		2769.86		411.62	411.62
50	239318		2991.79		416.397	416.397
50	246538		2277.07		409.046	409.046
50	248228		2144.29		416.215	416.215
50	237804		3058.61		420.18	420.18
50	242492		2504.68		429.545	429.545
50	243045		2427.78		432.452	432.452
50	248999		2032.14		434.568	434.568
50	252605		1853.6		437.307	437.307
50	249303		2017.29		439.504	439.504
50	248795		2036.81		441.949	441.949
50	250726		1971.05		434.467	434.467
50	247257		2150.11		430.85	430.85
50	253888		1832.7		425.46	425.46
50	251955		1932.11		421.945	421.945
50	253600		1860.65		418.401	418.401
50	252137		1939.09		417.111	417.111
50	257307		1714.28		410.799	410.799
50	267156		1407.45		408.74	408.74
50	258077		1676.27		404.984	404.984
50	249685		2110.33		403.127	403.127
50	251543		2049.08		401.998	401.998
50	246739		2406.55		400.035	400.035
50	270274		1392		400.02	400.02
50	261119		1621.77		396.413	396.413
50	260932		1626.59		396.201	396.201
50	262828		1568.25		393.273	393.273
50	261418		1608.36		393.49	393.49
50	259508		1659.88		403.256	403.256
50	264167		1518.26		401.042	401.042
50	269230		1369.26		398.798	398.798
50	271730		1332.22		397.208	397.208
50	274956		1247.3		404.667	404.667
50	273562		1276.58		400.824	400.824
50	275650		1243.41		396.977	396.977
50	276462		1243.86		397.094	397.094
50	270699		1345.18		394.583	394.583
50	258653		1694.98		395.358	395.358
50	261714		1602.07		393.457	393.457
50	262329		1585.92		392.779	392.779
50	260941		1607.1		390.805	390.805
50	275216		1254.64		390.477	390.477
50	268889		1377.37		388.936	388.936
50	248997		2179.43		390.812	390.812
50	242768		2776.13		390.679	390.679
50	242660		2777.67		389.968	389.968
50	231061		5699.88		388.505	388.505
50	238780		3446.51		384.373	384.373
50	239161		3398.81		384.056	384.056
50	247204		2469.36		384.432	384.432
50	247917		2477.25		382.09	382.09
50	249802		2366.23		382.115	382.115
50	258404		1835.47		384.698	384.698
50	248641		2422.69		386.336	386.336
50	262904		1711.26		389.947	389.947
50	255835		2045.78		397.878	397.878
50	248011		2701.29		395.409	395.409
50	266746		1665.05		396.858	396.858
50	275933		1416.67		403.896	403.896
50	261983		1849.76		412.654	412.654
50	266234		1730.25		407.794	407.794
50	257738		2045.47		413.895	413.895
50	249067		2658.12		423.292	423.292
50	248574		2678.4		433.072	433.072
50	251391		2400.19		443.322	443.322
50	251220		2402.53		444.501	444.501
50	248932		2582.01		451.532	451.532
50	235287		5217.58		457.476	457.476
50	246700		2731.64		463.787	463.787
50	224772		27090.1		461.801	461.801
50	229951		7783.58		467.576	467.576
50	233353		5190.27		466.364	466.364
50	224475		17522.6		468.32	468.32
50	221952		35028.1		467.62	467.62
50	227153		9021.25		472.857	472.857
50	226517		10072.9		475.417	475.417
50	225955		10799		480.814	480.814
50	221164		79551.8		476.653	476.653
50	217682		-15995.2		466.475	466.475
50	208075		-4345.09		466.643	466.643
50	206153		-3696.83		463.4	463.4
50	204502		-3408.72		467.708	467.708
50	212679		-7548.1		471.097	471.097
50	217038		-19929.6		473.843	473.843
50	215087		-13307.8		475.535	475.535
50	223985		10844.1		469.717	469.717
50	230886		5164.73		460.671	460.671
50	238919		3092.6		451.951	451.951
50	237782		3198.46		446.279	446.279
50	250885		2004.35		439.007	439.007
50	247043		2302.2		433.099	433.099
50	248963		2199.06		427.845	427.845
50	248154		2266.41		420.575	420.575
50	255171		1865.62		420.971	420.971
50	254876		1859.22		427.905	427.905
50	254844		1859.38		434.735	434.735
50	266066		1443.4		440.306	440.306
50	269458		1361.81		445.002	445.002
50	270673		1330.16		450.591	450.591
50	273410		1266.31		453.955	453.955
50	263843		1452.27		457.001	457.001
50	265352		1404.07		461.735	461.735
50	254919		1743.36		465.965	465.965
50	259851		1558.29		464.547	464.547
50	258596		1574.21		466.958	466.958
50	254476		1721.6		468.941	468.941
50	254728		1684.61		468.416	468.416
50	253355		1731.7		469.201	469.201
50	252436		1767.77		470.901	470.901
50	262505		1443.57		473.296	473.296
50	262230		1432.76		469.713	469.713
50	266921		1328.87		471.898	471.898
50	277128		1160.77		455.406	455.406
50	284853		1046.98		458.923	458.923
50	283984		1056.37		453.436	453.436
50	277049		1145.98		449.912	449.912
50	280130		1103.34		454.342	454.342
50	284307		1055.66		445.527	445.527
50	280170		1109.44		440.032	440.032
50	298658		917.571		440.091	440.091
