387281		190.265		187.376
298674		225.001		180.567
290136		230.333		181.014
284353		234.125		184.827
271196		236.626		188.513
233368		-23107.7		192.347
234312		-48518.4		195.018
233462		-29480.6		199.233
232699		-20559.2		200.255
233798		477222		201.107
233362		-244634		203.868
233543		-359615		204.692
233058		-98165.5		206.905
232774		-54177		210.545
231881		-10874.8		210.752
231865		-12820.9		213.352
232286		-24735.7		210.834
233692		19551.9		209.672
233436		22303.9		210.042
233332		27173.5		210.504
232895		86932.6		212.049
232845		101346		213.265
232622		-173955		214.05
231881		-18331.3		215.811
232302		-239174		214.377
232050		-30412.7		219.885
232015		-32850.9		219.937
231937		-31266.6		220.456
231875		-26669.8		222.365
231913		-20880.2		222.424
232181		-24717.7		219.939
231974		-21282		220.08
