Num: 2	259962		1572.06		387.221	4.43175e+06
Num: 2	290306		1200.28		348.22	5.25314e+06
Num: 3	264687		1546.72		385.486	4.96733e+06
Num: 3	302814		1171.12		389.186	5.60697e+06
Num: 4	296131		1187.03		404.257	5.45826e+06
Num: 4	277840		1488.28		395.285	4.96601e+06
Num: 5	294099		1192.1		405.555	5.46694e+06
Num: 5	284131		1464.34		415.873	5.24365e+06
Num: 6	291117		1199.46		396.803	5.55615e+06
Num: 6	289993		1443.59		422.569	5.38326e+06
Num: 7	286705		1209.7		395.633	5.64476e+06
Num: 7	294167		1429.97		425.919	5.59651e+06
Num: 8	286707		1209.7		389.58	5.64748e+06
Num: 8	231714		-830.74		433.291	5.65307e+06
Num: 9	286112		1211.29		391.178	5.67737e+06
Num: 9	232715		-891.458		442.842	5.71301e+06
Num: 10	275751		2279.72		387.573	5.66972e+06
Num: 10	234620		-916.491		440.954	5.82316e+06
Num: 11	249504		-1320.55		390.35	5.54714e+06
Num: 11	228515		-753.107		452.296	5.576e+06
Num: 12	228515		-753.107		451.395	5.40474e+06
Num: 12	249020		-1344.78		390.93	5.36469e+06
Num: 13	239332		-969.383		459.97	5.56758e+06
Num: 13	243673		-983.708		392.658	5.28639e+06
Num: 14	308337		1382.63		463.047	5.55158e+06
Num: 14	246800		-1085.98		393.835	5.35541e+06
Num: 15	310692		1375.49		469.343	5.77537e+06
Num: 15	254419		-1778.73		396.805	5.33743e+06
Num: 16	314453		1361.25		470.198	5.94555e+06
Num: 16	247554		-1163.87		395.647	5.32497e+06
Num: 17	317894		1351.13		473.974	5.84767e+06
Num: 17	261662		-4406.23		398.858	5.31222e+06
Num: 18	320684		1341.99		474.137	5.9643e+06
Num: 18	260708		-3795.17		401.366	5.28523e+06
Num: 19	323463		1335.07		478.212	6.03279e+06
Num: 19	265627		-56336		406.098	5.43149e+06
Num: 20	325182		1329.25		475.934	6.0879e+06
Num: 20	266458		-13057.2		407.832	5.53804e+06
Num: 21	326469		1325.37		476.584	6.14496e+06
Num: 21	263280		-4531.74		407.808	5.61997e+06
Num: 22	327189		1323.21		478.517	5.53051e+06
Num: 22	297447		1190.64		414.076	5.05802e+06
Num: 23	327622		1321.71		470.87	4.9775e+06
Num: 23	296100		1193.74		413.919	4.55226e+06
Num: 24	328940		1316.94		465.647	4.47979e+06
Num: 24	270880		10155		408.946	4.09707e+06
Num: 25	331470		1309.27		468.062	4.03186e+06
Num: 25	268983		33896.2		416.314	3.68741e+06
Num: 26	333661		1302.29		468.188	3.62872e+06
Num: 26	270331		10120.5		422.019	3.31872e+06
Num: 27	336191		1294.83		471.192	3.2659e+06
Num: 27	268291		52743.4		421.865	2.98689e+06
Num: 28	338036		1288.54		468.475	2.93936e+06
Num: 28	269593		14350.9		424.328	2.68824e+06
Num: 29	340621		1278.34		468.847	2.64547e+06
Num: 29	269415		14656.7		427.03	2.41946e+06
Num: 30	507516		358.249		467.373	2.38097e+06
Num: 30	266313		-118541		427.78	2.17756e+06
Num: 31	506149		358.951		465.124	2.14291e+06
Num: 31	266313		-118541		430.465	1.95985e+06
Num: 32	506496		357.819		466.306	1.92867e+06
Num: 32	266380		-32290.1		431.657	1.76391e+06
Num: 33	501954		360.473		462.303	1.73585e+06
Num: 33	267412		-51963.7		431.358	1.58756e+06
Num: 34	503907		359.472		462.983	1.56231e+06
Num: 34	267383		-49939.2		433.192	1.42885e+06
Num: 35	503437		358.815		462.669	1.40612e+06
Num: 35	267720		-61510		432.804	1.28601e+06
Num: 36	505271		356.578		465.223	1.26556e+06
Num: 36	268008		-51397		432.981	1.15745e+06
Num: 37	497391		363.256		461.718	1.13905e+06
Num: 37	267998		-50075.7		430.02	1.04175e+06
Num: 38	496978		361.378		464.148	1.02519e+06
Num: 38	270853		18011.4		425.604	937610
Num: 39	493495		372.027		472.396	922726
Num: 39	276745		4251.81		432.903	843898
Num: 40	277733		3875.68		425.494	759544
Num: 40	483591		385.813		463.154	830492
Num: 41	486253		383.498		466.523	747492
Num: 41	278049		3876.35		425.487	683632
Num: 42	487760		381.014		470.373	672793
Num: 42	278596		3764.28		427.558	615314
Num: 43	487199		380.772		474.438	605565
Num: 43	279061		3468.27		427.313	553825
Num: 44	480799		389.04		471.384	545053
Num: 44	278164		3688.59		423.223	498481
Num: 45	481144		388.464		473.383	490597
Num: 45	280128		3189.52		423.173	448675
Num: 46	481345		391.338		481.105	441592
Num: 46	282998		2518.26		433.255	403860
Num: 47	472283		405.734		470.992	397471
Num: 47	284137		2368.08		422.939	363507
Num: 48	472576		404.741		474.247	357774
Num: 48	283921		2455.83		424.515	327200
Num: 49	466453		415.314		468.666	322039
Num: 49	284999		2263		427.711	294526
Num: 50	460094		426.475		461.229	289874
Num: 50	287476		2011.13		416.906	265105
Num: 50	459954		427.312		467.399	260939
Num: 50	286343		2188.53		423.463	238643
Num: 50	466214		416.54		468.073	234893
Num: 50	286725		2119.87		427.14	214825
Num: 50	462831		420.234		458.747	211441
Num: 50	285321		2245.8		418.722	193377
Num: 50	458658		440.041		465.669	190349
Num: 50	286040		2165.72		420.869	174083
Num: 50	448026		476.311		463.752	171359
Num: 50	286572		2122.83		419.171	156715
Num: 50	435969		532.812		465.387	154271
Num: 50	286989		2108.46		418.671	141085
Num: 50	383881		1313.94		468.081	138893
Num: 50	288062		2003.86		421.581	127021
Num: 50	371145		2375.14		462.522	125045
Num: 50	288773		1943.14		418.444	114358
Num: 50	373856		1928.68		463.978	112588
